gs_name,gene_symbol,gs_exact_source
KEGG_BUTANOATE_METABOLISM,Aldh7a1,hsa00650
KEGG_BUTANOATE_METABOLISM,Aldh9a1,hsa00650
KEGG_BUTANOATE_METABOLISM,Bdh1,hsa00650
KEGG_BUTANOATE_METABOLISM,Bdh2,hsa00650
KEGG_BUTANOATE_METABOLISM,Echs1,hsa00650
KEGG_BUTANOATE_METABOLISM,Ehhadh,hsa00650
KEGG_BUTANOATE_METABOLISM,Gad1,hsa00650
KEGG_BUTANOATE_METABOLISM,Gad2,hsa00650
KEGG_BUTANOATE_METABOLISM,Hadh,hsa00650
KEGG_BUTANOATE_METABOLISM,Hadha,hsa00650
KEGG_BUTANOATE_METABOLISM,Hmgcl,hsa00650
KEGG_BUTANOATE_METABOLISM,Hmgcs1,hsa00650
KEGG_BUTANOATE_METABOLISM,Hmgcs2,hsa00650
KEGG_BUTANOATE_METABOLISM,L2hgdh,hsa00650
KEGG_BUTANOATE_METABOLISM,Oxct1,hsa00650
KEGG_BUTANOATE_METABOLISM,Oxct2b,hsa00650
KEGG_BUTANOATE_METABOLISM,Pdha1,hsa00650
KEGG_BUTANOATE_METABOLISM,Pdha2,hsa00650
KEGG_BUTANOATE_METABOLISM,Pdhb,hsa00650
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Akt1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Akt2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Akt3,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Bcl10,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Blnk,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Btk,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Card11,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cd19,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cd22,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cd72,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cd79a,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cd79b,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cd81,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Chp1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Chp2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Chuk,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Cr2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Dapp1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Fcgr2b,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Fos,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Grb2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Gsk3b,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Hras,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ifitm1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ikbkb,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ikbkg,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Inpp5d,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Jun,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Kras,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pirb,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Lyn,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Malt1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Map2k1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Map2k2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Mapk1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Mapk3,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfat5,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfatc1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfatc2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfatc3,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfatc4,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfkb1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfkbia,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfkbib,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nfkbie,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Nras,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3ap1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3ca,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3cb,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3cd,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3cg,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3r1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3r2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3r3,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Pik3r5,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Plcg2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ppp3ca,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ppp3cb,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ppp3cc,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ppp3r1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ppp3r2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Prkcb,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Ptpn6,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Rac1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Rac2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Rac3,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Raf1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Rasgrp3,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Rela,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Sos1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Sos2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Syk,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Vav1,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Vav2,hsa04662
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,Vav3,hsa04662
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy7,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy8,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adcy9,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adora2a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adora2b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adra1a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adra1b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adra1d,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adrb1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adrb2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Adrb3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Agtr1a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2a1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2a2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2a3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2b1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2b2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2b3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Atp2b4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Avpr1a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Avpr1b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Bdkrb1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Bdkrb2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Bst1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1c,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1d,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1e,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1f,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1g,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1h,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1i,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cacna1s,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Calm1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Calm2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Calm3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Calml3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Calm4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Camk2a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Camk2b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Camk2d,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Camk2g,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Camk4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cckar,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cckbr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cd38,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chp1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chp2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chrm1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chrm2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chrm3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chrm5,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Chrna7,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cysltr1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Cysltr2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Drd1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Drd5,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ednra,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ednrb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Egfr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Erbb2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Erbb3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Erbb4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,F2r,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Gna11,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Gna14,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Gna15,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Gnal,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Gnaq,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Gnas,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grin1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grin2a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grin2c,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grin2d,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grm1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grm5,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Grpr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Hrh1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Hrh2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr2a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr2b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr2c,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr5a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr6,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Htr7,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Itpka,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Itpkb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Itpr1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Itpr2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Itpr3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Lhcgr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ltb4r2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Mylk,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Mylk2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Mylk3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Nos1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Nos2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Nos3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ntsr1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Oxtr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx5,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx6,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,P2rx7,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Pde1a,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Pde1b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Pde1c,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Pdgfra,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Pdgfrb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Phka1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Phka2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Phkb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Phkg1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Phkg2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcb1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcb2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcb3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcb4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcd1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcd3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcd4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plce1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcg1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcg2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Plcz1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Pln,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ppid,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ppp3ca,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ppp3cb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ppp3cc,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ppp3r1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ppp3r2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkaca,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkacb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkaca,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkca,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkcb,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkcg,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Prkx,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ptafr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ptger1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ptger3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ptgfr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ptk2b,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ryr1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ryr2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Ryr3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Slc25a31,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Slc25a4,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Slc25a5,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Slc8a1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Slc8a2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Slc8a3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Sphk1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Sphk2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Tacr1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Tacr2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Tacr3,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Tbxa2r,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Tnnc1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Tnnc2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Trhr,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Trpc1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Vdac1,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Vdac2,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Vdac3,hsa04020
KEGG_CARDIAC_MUSCLE_CONTRACTION,Actc1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1a1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1a2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1a3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1a4,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1b1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1b2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1b3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp1b4,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Atp2a2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna1c,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna1d,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna1f,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna1s,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna2d1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna2d2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna2d3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacna2d4,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacnb1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacnb2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacnb3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacnb4,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng4,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng5,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng6,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng7,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cacng8,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox4i1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox4i2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox5a,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox5b,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox6a1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox6a2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox6b1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox6b2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox6c,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox7a1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox7a2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox7a2l,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox7b,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox7b2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox7c,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox8a,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cox8c,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Cyc1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Fxyd2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,mt-Co1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,mt-Co2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,mt-Co3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,mt-Cytb,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Myh6,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Myh7,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Myl2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Myl3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Ryr2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Slc8a1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Slc9a1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Slc9a6,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tnnc1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tnni3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tnnt2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tpm1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tpm2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tpm3,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Tpm4,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcr10,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcr11,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrb,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrc1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrc2,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrfs1,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrh,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrh,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Uqcrq,hsa04260
KEGG_CELL_ADHESION_MOLECULES_CAMS,Alcam,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Cadm1,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Cadm3,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Cd2,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Cd22,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Cd226,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Cd274,hsa04514
