,source,interaction,target
240110,EGFR,1,IFNAR2_Y411
240210,EGFR,1,STAT5B_Y699
240310,EGFR,1,STAT5B_Y740
240410,EGFR,1,STAT5B_Y743
240510,EGFR,1,STAT5B_Y725
240610,EGFR,1,VAV2_Y159
240710,EGFR,1,VAV2_Y172
240810,EGFR,1,VAV2_Y142
240910,EGFR,1,BCAR1_Y664
241010,EGFR,1,PKIA_Y8
241110,EGFR,1,GRB2_Y168
241210,EGFR,1,GRB2_Y209
241310,EGFR,1,PPP2CA_Y307
241410,EGFR,1,ACTC1_Y55
241510,EGFR,1,CDK6_Y24
241610,EGFR,1,CDK6_Y13
241710,EGFR,1,TEK_Y1048
241810,EGFR,1,PTK2_Y194
241910,EGFR,1,PTK2_Y5
242010,EGFR,1,ATM_Y370
242110,EGFR,1,GAB1_Y285
242210,EGFR,1,GAB1_Y307
242310,EGFR,1,GAB1_Y689
242410,EGFR,1,GAB1_Y619
242510,EGFR,1,GAB1_Y589
242610,EGFR,1,GAB1_Y447
242710,EGFR,1,GAB1_Y406
242810,EGFR,1,GAB1_Y373
242910,EGFR,1,GAB1_Y657
243010,EGFR,1,GAB1_Y627
243110,EGFR,1,GAB1_Y472
243210,EGFR,1,GAB1_Y659
243310,EGFR,1,IKBKE_Y179
243410,EGFR,1,IKBKE_Y153
243510,EGFR,1,BECN1_Y352
243610,EGFR,1,BECN1_Y233
243710,EGFR,1,BECN1_Y229
243810,EGFR,1,TRIP4_Y289
243910,EGFR,1,LRRK1_Y971
244010,EGFR,1,CCDC50_Y393
244110,EGFR,1,CCDC50_Y455
244210,EGFR,1,CCDC50_Y217
244310,EGFR,1,CCDC50_Y279
244410,EGFR,1,CCDC50_Y304
244510,EGFR,1,CCDC50_Y480
244610,EGFR,1,GPRC5A_Y347
244710,EGFR,1,GPRC5A_Y320
244810,EGFR,1,GPRC5A_Y350
244910,EGFR,1,GPRC5A_Y317
245010,EGFR,1,ASAP3_Y34
245110,EGFR,1,SHC3_Y257
245210,EGFR,1,SHC3_Y379
245310,EGFR,1,SHC3_Y406
245410,EGFR,1,SHC3_Y256
245510,EGFR,1,SHC3_Y301
245610,EGFR,1,SHC3_Y342
245710,EGFR,1,SHC3_Y218
245810,EGFR,1,SHC3_Y219
245910,EGFR,1,SHC3_Y424
246010,EGFR,1,SHC3_Y341
246110,EGFR,1,SHC3_Y283
246210,EGFR,1,SHC3_Y380
246310,EGFR,1,KCNN1_Y109
246410,EGFR,1,FAM129B_Y593
246510,EGFR,1,EHD4_Y456
246610,EGFR,1,EHD1_Y453
246710,EGFR,1,MPP6_Y500
246810,EGFR,1,PDP1_Y381
246910,EGFR,1,CCDC88C_Y2025
247010,EGFR,1,HDAC6_Y570
247110,EGFR,1,ERRFI1_Y394
247210,EGFR,1,KCND3_Y136
247310,EGFR,1,AGO2_Y393
247410,MOS,1,MOS_S3
247510,MOS,1,VIM_S459
247610,MOS,1,VIM_T458
247710,PGK1,1,PDK1_T338
247810,HRAS,1,JUN_S63
247910,HRAS,1,JUN_S73
248010,HRAS,1,GATA2_S192
248110,KRAS,1,MAP3K1_S67
248210,TNF,-1,BCL2_S87
248310,APOE,-1,MAPT_S235
248410,APOE,-1,MAPT_S396
248510,RAF1,1,PPP1R12A_T696
248610,RAF1,1,MYC_T23
248710,RAF1,1,MYC_T8
248810,RAF1,1,RAF1_S259
248910,RAF1,1,RAF1_S621
249010,RAF1,1,RAF1_T268
249110,RAF1,1,RAF1_S338
249210,RAF1,1,EIF2AK2_S456
249310,RAF1,1,EIF4B_S131
249410,RAF1,1,EIF4B_S311
249510,RAF1,1,EIF4B_S359
249610,RAF1,1,EIF4B_S406
249710,RAF1,1,EIF4B_S418
249810,RAF1,1,EIF4B_T420
249910,RAF1,1,EIF4B_S422
250010,RAF1,1,EIF4B_S442
250110,RAF1,1,EIF4B_S497
250210,RAF1,1,MAPK1_S29
250310,RAF1,1,MAP2K2_S222
250410,RAF1,1,HLCS_S79
250510,RAF1,1,SOX10_S24
250610,RAF1,1,MAP2K1_S218
250710,RAF1,1,MAP2K1_S222
250810,RAF1,1,MAP2K1_T386
250910,RAF1,1,MAP2K1_T286
251010,RAF1,1,MAP2K1_S298
251110,RAF1,1,MAP2K1_T292
251210,RAF1,1,EEF1A2_S21
251310,RAF1,1,PPP1R8_T179
251410,RAF1,1,PPP1R8_S199
251510,RAF1,1,KLF10_T93
251610,RAF1,1,EIF4H_S13
251710,RAF1,1,ZYX_S170
251810,RAF1,1,OTUD7B_S100
251910,RAF1,1,BAD_S75
252010,RAF1,1,BAD_S99
252110,RAF1,1,BAD_S118
252210,RAF1,1,PHAX_S164
252310,ERBB2,1,FYB1_Y595
252410,ERBB2,1,PLXNB1_Y1732
252510,ERBB2,1,PLXNB1_Y1708
252610,ERBB2,1,SEC24B_Y117
252710,ERBB2,1,LDHA_Y10
252810,ERBB2,1,EGFR_Y1069
252910,ERBB2,1,ERBB2_Y1248
253010,ERBB2,1,ERBB2_Y1196
253110,ERBB2,1,ERBB2_Y1221
253210,ERBB2,1,ERBB2_Y1222
253310,ERBB2,1,ERBB2_Y1139
253410,ERBB2,1,ERBB2_Y1023
253510,ERBB2,1,ERBB2_Y1112
253610,ERBB2,1,ERBB2_Y1218
253710,ERBB2,1,ERBB2_Y877
253810,ERBB2,1,ERBB2_Y1109
253910,ERBB2,1,ERBB2_Y1166
254010,ERBB2,1,ERBB2_Y1191
254110,ERBB2,1,ERBB2_Y1192
254210,ERBB2,1,ERBB2_Y993
254310,ERBB2,1,NTRK1_Y791
254410,ERBB2,1,CDK1_Y15
254510,ERBB2,1,EPB41_Y660
254610,ERBB2,1,ERBB3_Y1199
254710,ERBB2,1,CTNNB1_Y654
254810,ERBB2,1,TSC2_Y1571
254910,ERBB2,1,DLG4_Y240
255010,ERBB2,1,DOCK7_Y1257
255110,ERBB2,1,BBC3_Y172
255210,ERBB2,1,BBC3_Y58
255310,ERBB2,1,BBC3_Y152
255410,ERBB2,1,IRS2_Y628
255510,NTRK1,1,NTRK1_Y680
255610,NTRK1,1,NTRK1_Y496
255710,NTRK1,1,NTRK1_Y681
255810,NTRK1,1,NTRK1_Y791
255910,NTRK1,1,NTRK1_Y676
256010,NTRK1,1,NTRK1_Y490
256110,NTRK1,1,NTRK1_Y674
256210,NTRK1,1,NTRK1_Y675
256310,NTRK1,1,NTRK1_Y751
256410,NTRK1,1,NTRK1_Y670
256510,NTRK1,1,NTRK1_Y785
256610,NTRK1,1,NTRK1_Y757
256710,NTRK1,1,NTRK1_Y460
256810,NTRK1,1,NTRK1_Y640
256910,NTRK1,1,NTRK1_Y644
257010,NTRK1,1,NTRK1_Y645
257110,NTRK1,1,NTRK1_Y755
257210,NTRK1,1,SHC1_Y317
257310,NTRK1,1,SHC1_Y428
257410,NTRK1,1,CTNNB1_Y142
257510,NTRK1,1,SHC3_Y406
257610,NTRK1,1,SHC3_Y380
257710,NTRK1,1,SHC3_Y283
257810,NTRK1,1,SHC3_Y219
257910,NTRK1,1,SHC3_Y341
258010,NTRK1,1,SHC3_Y218
258110,NTRK1,1,SHC3_Y257
258210,NTRK1,1,SHC3_Y424
258310,NTRK1,1,SHC3_Y342
258410,NTRK1,1,SHC3_Y256
258510,NTRK1,1,SHC3_Y379
258610,NTRK1,1,SHC3_Y301
258710,PRKCG,1,HAND1_S98
258810,PRKCG,1,HAND1_T107
258910,PRKCG,1,HAND1_S109
259010,PRKCG,1,EGFR_T678
259110,PRKCG,1,IL2RA_S268
259210,PRKCG,1,IL2RA_T271
259310,PRKCG,1,LMNA_S403
259410,PRKCG,1,LMNA_S404
259510,PRKCG,1,LMNA_T416
259610,PRKCG,1,LMNA_S625
259710,PRKCG,1,LMNA_T480
259810,PRKCG,1,LMNA_T199
259910,PRKCG,1,LMNA_S5
260010,PRKCG,1,FGA_S577
260110,PRKCG,1,FGA_S618
260210,PRKCG,1,FGA_S576
260310,PRKCG,1,FGA_S578
260410,PRKCG,1,TFRC_S24
260510,PRKCG,1,VTN_S381
260610,PRKCG,1,RAF1_S499
260710,PRKCG,1,RAF1_S619
260810,PRKCG,1,RAF1_S497
260910,PRKCG,1,ANXA1_S27
261010,PRKCG,1,ANXA1_T24
261110,PRKCG,1,ANXA1_S28
261210,PRKCG,1,ITGB2_S745
261310,PRKCG,1,ITGB2_S756
261410,PRKCG,1,ITGB2_T758
261510,PRKCG,1,ITGB2_T760
261610,PRKCG,1,HMGN1_S21
261710,PRKCG,1,HMGN1_S25
261810,PRKCG,1,PRKCG_T655
261910,PRKCG,1,PRKCG_T674
262010,PRKCG,1,KRT18_S53
262110,PRKCG,1,CD5_T434
262210,PRKCG,1,CD5_T436
262310,PRKCG,1,INSR_T1375
262410,PRKCG,1,EIF4E_S240
262510,PRKCG,1,EIF4E_S209
262610,PRKCG,1,NPM1_S227
262710,PRKCG,1,ASGR2_S12
262810,PRKCG,1,ANXA2_S44
262910,PRKCG,1,HSP90AA1_T603
263010,PRKCG,1,HSP90AA1_T115
263110,PRKCG,1,HSP90AA1_T725
263210,PRKCG,1,HSP90AA1_T425
263310,PRKCG,1,HSP90AA1_T237
263410,PRKCG,1,HSP90AA1_T547
263510,PRKCG,1,GJB1_S229
263610,PRKCG,1,GJB1_S233
263710,PRKCG,1,NGFR_S277
263810,PRKCG,1,ABCB1_S667
263910,PRKCG,1,ABCB1_S661
264010,PRKCG,1,ABCB1_S671
264110,PRKCG,1,PLEK_T114
264210,PRKCG,1,PLEK_S113
264310,PRKCG,1,PLEK_S117
264410,PRKCG,1,PTPRC_S1009
264510,PRKCG,1,MET_S1003
264610,PRKCG,1,CNP_S9
264710,PRKCG,1,CD3G_S148
264810,PRKCG,1,MAPT_S258
264910,PRKCG,1,MAPT_S324
265010,PRKCG,1,MAPT_S687
265110,PRKCG,1,MAPT_S628
265210,PRKCG,1,MAPT_S293
265310,PRKCG,1,MAPT_S352
265410,PRKCG,1,MAPT_S593
26553,PRKCG,1,MAPT_S659
265610,PRKCG,1,TOP2A_S29
265710,PRKCG,1,CFTR_S686
265810,PRKCG,1,CFTR_S790
265910,PRKCG,1,F3_S285
266010,PRKCG,1,F3_S290
266110,PRKCG,1,GFAP_S17
266210,PRKCG,1,GFAP_S13
266310,PRKCG,1,GFAP_S38
266410,PRKCG,1,MYOD1_T115
266510,PRKCG,1,ATF2_S340
266610,PRKCG,1,ATF2_S367
266710,PRKCG,1,CD44_S291
266810,PRKCG,1,GJA1_S368
266910,PRKCG,1,DDX5_S557
267010,PRKCG,1,PTPN1_S378
267110,PRKCG,1,GABRB1_S434
267210,PRKCG,1,GABRG2_S406
267310,PRKCG,1,PAM_S930
267410,PRKCG,1,PAM_S935
267510,PRKCG,1,GNAZ_S16
267610,PRKCG,1,GNAZ_S27
267710,PRKCG,1,TNNI3_S44
267810,PRKCG,1,TNNI3_S42
267910,PRKCG,1,LMNB1_S406
268010,PRKCG,1,LMNB1_S396
268110,PRKCG,1,C5AR1_S334
268210,PRKCG,1,ITPKA_T311
268310,PRKCG,1,GRK2_S29
268410,PRKCG,1,CANX_S583
268510,PRKCG,1,CHAT_S594
268610,PRKCG,1,CHAT_S440
268710,PRKCG,1,CHAT_T373
268810,PRKCG,1,CHAT_S558
268910,PRKCG,1,CHAT_S464
269010,PRKCG,1,CHAT_T255
269110,PRKCG,1,CHAT_S347
269210,PRKCG,1,CHAT_S346
269310,PRKCG,1,CHAT_S465
269410,PRKCG,1,CHAT_S476
269510,PRKCG,1,NOS3_T495
269610,PRKCG,1,MARCKS_S159
269710,PRKCG,1,MARCKS_S163
269810,PRKCG,1,MARCKS_S167
269910,PRKCG,1,MARCKS_S170
270010,PRKCG,1,AQP1_T157
270110,PRKCG,1,AQP1_T239
270210,PRKCG,1,PEBP1_S153
270310,PRKCG,1,BDKRB2_S373
270410,PRKCG,1,GNA15_S336
270510,PRKCG,1,SDC2_S188
270610,PRKCG,1,SDC2_S187
270710,PRKCG,1,PTGER4_S354
270810,PRKCG,1,PTGER4_S460
270910,PRKCG,1,PTGER4_S430
271010,PRKCG,1,PTGER4_T433
271110,PRKCG,1,PTGER4_S259
271210,PRKCG,1,PTGER4_S484
271310,PRKCG,1,IRS1_S1101
271410,PRKCG,1,MYH9_S1916
271510,PRKCG,1,ADD2_S713
271610,PRKCG,1,ADD2_S726
271710,PRKCG,1,OPRD1_S344
271810,PRKCG,1,CASR_T898
271910,PRKCG,1,CASR_T888
272010,PRKCG,1,GRM5_T841
272110,PRKCG,1,GRM5_S840
272210,PRKCG,1,GRIA1_S710
272310,PRKCG,1,GRIA1_S859
272410,PRKCG,1,KIR3DL1_S415
272510,PRKCG,1,GRIA4_T850
272610,PRKCG,1,GRIA4_S862
