Gene	Score (Experiment_1)	adj p-val (Experiment_1)	Overlap (Experiment_1)	Percent Overlap (Experiment_1)	Score (Experiment_2)	adj p-val (Experiment_2)	Overlap (Experiment_2)	Percent Overlap (Experiment_2)	Score (Experiment_3)	adj p-val (Experiment_3)	Overlap (Experiment_3)	Percent Overlap (Experiment_3)
Lyn	0.06957777051064333	0.45821049958499493	['P23819_Y876', 'P11911_Y182', 'P25911_Y397', 'P29351_Y536', 'P35991_Y551', 'P28867_Y155', 'Q99N69_Y72', 'P29351_Y564', 'O54918_Y92', 'P48025_Y342', 'P67778_Y259', 'P48025_Y317', 'P20491_Y76', 'P15530_Y195', 'P48025_Y346', 'Q60598_Y466', 'Q9EPK8_Y253', 'P67778_Y114', 'P20491_Y65']	50.0	-0.07174736533189585	0.4771824813027727	['P23819_Y876', 'P11911_Y182', 'P25911_Y397', 'P29351_Y536', 'P35991_Y551', 'P28867_Y155', 'Q99N69_Y72', 'P29351_Y564', 'O54918_Y92', 'P48025_Y342', 'P67778_Y259', 'P48025_Y317', 'P20491_Y76', 'P15530_Y195', 'P48025_Y346', 'Q60598_Y466', 'Q9EPK8_Y253', 'P67778_Y114', 'P20491_Y65']	50.0	0.0	0.3609087740728586	['P23819_Y876', 'P11911_Y182', 'P25911_Y397', 'P29351_Y536', 'P35991_Y551', 'P28867_Y155', 'Q99N69_Y72', 'P29351_Y564', 'O54918_Y92', 'P48025_Y342', 'P67778_Y259', 'P48025_Y317', 'P20491_Y76', 'P15530_Y195', 'P48025_Y346', 'Q60598_Y466', 'Q9EPK8_Y253', 'P67778_Y114', 'P20491_Y65']	50.0
Map2k1	0.21380931225794458	0.45821049958499493	['Q8BGD7_S580', 'P37238_S133', 'Q99N57_S338', 'Q8BGD7_T423', 'Q63844_T203']	38.46153846153846	0.15127732156051696	0.47125925381349953	['Q8BGD7_S580', 'P37238_S133', 'Q99N57_S338', 'Q8BGD7_T423', 'Q63844_T203']	38.46153846153846	0.0	0.3609087740728586	['Q8BGD7_S580', 'P37238_S133', 'Q99N57_S338', 'Q8BGD7_T423', 'Q63844_T203']	38.46153846153846
Mapk1	-0.09811585200292387	0.45821049958499493	['Q61169_S264', 'Q3UGS4_T30', 'Q9R1E0_S415', 'Q811L6_S1436', 'Q80YV2_S353', 'Q8K120_S676', 'Q61183_S537', 'O70475_T474', 'P97287_T144', 'Q8BGD7_T423', 'O54918_S100', 'O54918_S65', 'Q9D0A0_S458', 'P10493_S331', 'P18654_S386', 'P25118_S299', 'P70302_S575', 'P28033_T188', 'P42225_S727', 'O70337_T116', 'P47930_S200', 'B2RWS6_S2364', 'F6ZDS4_S2223', 'Q0VGY8_S1561', 'Q99P72_T156', 'P41969_T418', 'Q9R1Z8_T648', 'Q9EP71_T249', 'Q8VIM5_S812', 'Q8C050_T645', 'O55201_S664', 'P16951_T53', 'Q9WTU0_S651', 'Q6R891_S15', 'Q8R080_S460', 'P58871_T131', 'P23242_S279', 'F6ZDS4_T2184', 'O08599_T574', 'P10417_S70', 'O55098_T950', 'P58871_T1025', 'P31938_T386', 'P41969_T369', 'Q3UVX5_S1158', 'Q61743_T341', 'Q8K2J7_T262', 'Q01279_T695', 'Q60867_S266', 'Q9WTQ5_S273', 'Q68FE6_T351', 'P47930_T322', 'Q8BUR4_T1772', 'Q62219_S141', 'P18654_S227', 'P41164_T139', 'Q9EQQ9_T709', 'Q640N1_T1003', 'P62908_T221', 'Q8BGD7_S580', 'Q6ZQ58_T278', 'Q6A065_T562', 'P41164_S146', 'Q9WU42_T1718', 'Q9QYR6_T2182', 'O88447_S459', 'P15066_S100', 'P33242_S203', 'P81122_T653', 'Q9CQJ7_S162', 'Q62227_S26', 'Q9R1E0_S429', 'P70459_T529', 'Q9R1E0_S467']	30.45267489711934	0.09424510842201088	0.3742910254054137	['Q61169_S264', 'Q3UGS4_T30', 'Q9R1E0_S415', 'Q811L6_S1436', 'Q80YV2_S353', 'Q8K120_S676', 'Q61183_S537', 'O70475_T474', 'P97287_T144', 'Q8BGD7_T423', 'O54918_S100', 'O54918_S65', 'Q9D0A0_S458', 'P10493_S331', 'P18654_S386', 'P25118_S299', 'P70302_S575', 'P28033_T188', 'P42225_S727', 'O70337_T116', 'P47930_S200', 'B2RWS6_S2364', 'F6ZDS4_S2223', 'Q0VGY8_S1561', 'Q99P72_T156', 'P41969_T418', 'Q9R1Z8_T648', 'Q9EP71_T249', 'Q8VIM5_S812', 'Q8C050_T645', 'O55201_S664', 'P16951_T53', 'Q9WTU0_S651', 'Q6R891_S15', 'Q8R080_S460', 'P58871_T131', 'P23242_S279', 'F6ZDS4_T2184', 'O08599_T574', 'P10417_S70', 'O55098_T950', 'P58871_T1025', 'P31938_T386', 'P41969_T369', 'Q3UVX5_S1158', 'Q61743_T341', 'Q8K2J7_T262', 'Q01279_T695', 'Q60867_S266', 'Q9WTQ5_S273', 'Q68FE6_T351', 'P47930_T322', 'Q8BUR4_T1772', 'Q62219_S141', 'P18654_S227', 'P41164_T139', 'Q9EQQ9_T709', 'Q640N1_T1003', 'P62908_T221', 'Q8BGD7_S580', 'Q6ZQ58_T278', 'Q6A065_T562', 'P41164_S146', 'Q9WU42_T1718', 'Q9QYR6_T2182', 'O88447_S459', 'P15066_S100', 'P33242_S203', 'P81122_T653', 'Q9CQJ7_S162', 'Q62227_S26', 'Q9R1E0_S429', 'P70459_T529', 'Q9R1E0_S467']	30.45267489711934	0.36486486486486486	0.3609087740728586	['Q61169_S264', 'Q3UGS4_T30', 'Q9R1E0_S415', 'Q811L6_S1436', 'Q80YV2_S353', 'Q8K120_S676', 'Q61183_S537', 'O70475_T474', 'P97287_T144', 'Q8BGD7_T423', 'O54918_S100', 'O54918_S65', 'Q9D0A0_S458', 'P10493_S331', 'P18654_S386', 'P25118_S299', 'P70302_S575', 'P28033_T188', 'P42225_S727', 'O70337_T116', 'P47930_S200', 'B2RWS6_S2364', 'F6ZDS4_S2223', 'Q0VGY8_S1561', 'Q99P72_T156', 'P41969_T418', 'Q9R1Z8_T648', 'Q9EP71_T249', 'Q8VIM5_S812', 'Q8C050_T645', 'O55201_S664', 'P16951_T53', 'Q9WTU0_S651', 'Q6R891_S15', 'Q8R080_S460', 'P58871_T131', 'P23242_S279', 'F6ZDS4_T2184', 'O08599_T574', 'P10417_S70', 'O55098_T950', 'P58871_T1025', 'P31938_T386', 'P41969_T369', 'Q3UVX5_S1158', 'Q61743_T341', 'Q8K2J7_T262', 'Q01279_T695', 'Q60867_S266', 'Q9WTQ5_S273', 'Q68FE6_T351', 'P47930_T322', 'Q8BUR4_T1772', 'Q62219_S141', 'P18654_S227', 'P41164_T139', 'Q9EQQ9_T709', 'Q640N1_T1003', 'P62908_T221', 'Q8BGD7_S580', 'Q6ZQ58_T278', 'Q6A065_T562', 'P41164_S146', 'Q9WU42_T1718', 'Q9QYR6_T2182', 'O88447_S459', 'P15066_S100', 'P33242_S203', 'P81122_T653', 'Q9CQJ7_S162', 'Q62227_S26', 'Q9R1E0_S429', 'P70459_T529', 'Q9R1E0_S467']	30.45267489711934
Mapk10	0.13594241362912812	0.45821049958499493	['P05627_S63', 'Q60700_S533', 'P28738_S176', 'P97287_T144', 'O54918_S65']	50.0	-0.030122698612897663	0.48538928329892006	['P05627_S63', 'Q60700_S533', 'P28738_S176', 'P97287_T144', 'O54918_S65']	50.0	0.0	0.3609087740728586	['P05627_S63', 'Q60700_S533', 'P28738_S176', 'P97287_T144', 'O54918_S65']	50.0
Mapk14	-0.29497773628872875	0.45821049958499493	['P42227_S727', 'Q99J83_T75', 'P56402_S261', 'Q61026_S736', 'P11679_S80', 'Q8K4J6_S492', 'P18911_S68', 'Q9CQF4_S106', 'P28033_T188', 'Q9CQF4_S116', 'P42225_S727', 'Q8VI67_S77', 'O55022_S181', 'P70396_S217', 'P06876_T486', 'Q8C050_T645', 'P16951_T53', 'P31750_T308', 'Q91ZE9_S74', 'O70405_S757', 'Q60707_S623', 'Q8K4J6_T488', 'Q60876_T36', 'Q9R1E0_S429', 'Q68FE6_S875', 'Q8VI67_S73', 'Q8K4J6_S487', 'Q63943_S190', 'Q9JHG6_S161', 'P18911_S66', 'Q8VCD5_T568', 'Q9WVS6_S131', 'P23772_S308', 'P47811_T180', 'Q9R1E0_S467']	37.234042553191486	-0.08745511169274309	0.47125925381349953	['P42227_S727', 'Q99J83_T75', 'P56402_S261', 'Q61026_S736', 'P11679_S80', 'Q8K4J6_S492', 'P18911_S68', 'Q9CQF4_S106', 'P28033_T188', 'Q9CQF4_S116', 'P42225_S727', 'Q8VI67_S77', 'O55022_S181', 'P70396_S217', 'P06876_T486', 'Q8C050_T645', 'P16951_T53', 'P31750_T308', 'Q91ZE9_S74', 'O70405_S757', 'Q60707_S623', 'Q8K4J6_T488', 'Q60876_T36', 'Q9R1E0_S429', 'Q68FE6_S875', 'Q8VI67_S73', 'Q8K4J6_S487', 'Q63943_S190', 'Q9JHG6_S161', 'P18911_S66', 'Q8VCD5_T568', 'Q9WVS6_S131', 'P23772_S308', 'P47811_T180', 'Q9R1E0_S467']	37.234042553191486	0.2	0.49059331417898344	['P42227_S727', 'Q99J83_T75', 'P56402_S261', 'Q61026_S736', 'P11679_S80', 'Q8K4J6_S492', 'P18911_S68', 'Q9CQF4_S106', 'P28033_T188', 'Q9CQF4_S116', 'P42225_S727', 'Q8VI67_S77', 'O55022_S181', 'P70396_S217', 'P06876_T486', 'Q8C050_T645', 'P16951_T53', 'P31750_T308', 'Q91ZE9_S74', 'O70405_S757', 'Q60707_S623', 'Q8K4J6_T488', 'Q60876_T36', 'Q9R1E0_S429', 'Q68FE6_S875', 'Q8VI67_S73', 'Q8K4J6_S487', 'Q63943_S190', 'Q9JHG6_S161', 'P18911_S66', 'Q8VCD5_T568', 'Q9WVS6_S131', 'P23772_S308', 'P47811_T180', 'Q9R1E0_S467']	37.234042553191486
Mapk3	0.02050975482932985	0.45821049958499493	['Q61169_S264', 'P42227_S727', 'Q9Z1S8_S591', 'Q9ERG0_S360', 'Q80YV2_S353', 'Q8K120_S676', 'Q61183_S537', 'P37238_S133', 'P97287_T144', 'Q8BGD7_T423', 'O54918_S100', 'O54918_S65', 'P18654_S386', 'Q9ERG0_S692', 'P70302_S575', 'P28033_T188', 'P42225_S727', 'O70337_T116', 'P70671_S171', 'Q8BFV3_S390', 'P08046_S26', 'P51557_S232', 'Q9QYY0_S552', 'Q8VIM5_S812', 'Q9ERG0_S602', 'P16951_T53', 'P31750_T308', 'P05627_S63', 'Q8CI15_S225', 'P23242_S279', 'O08599_T574', 'P10417_S70', 'P31938_T386', 'A6X8Z5_T769', 'Q3UVX5_S1158', 'P11531_S3059', 'P47930_T322', 'P41164_T139', 'Q640N1_T1003', 'P41164_S146', 'Q8BGD7_S580', 'O88447_S459', 'P33242_S203', 'Q9CQJ7_S162', 'Q62227_S26']	32.846715328467155	0.05890698297049057	0.47125925381349953	['Q61169_S264', 'P42227_S727', 'Q9Z1S8_S591', 'Q9ERG0_S360', 'Q80YV2_S353', 'Q8K120_S676', 'Q61183_S537', 'P37238_S133', 'P97287_T144', 'Q8BGD7_T423', 'O54918_S100', 'O54918_S65', 'P18654_S386', 'Q9ERG0_S692', 'P70302_S575', 'P28033_T188', 'P42225_S727', 'O70337_T116', 'P70671_S171', 'Q8BFV3_S390', 'P08046_S26', 'P51557_S232', 'Q9QYY0_S552', 'Q8VIM5_S812', 'Q9ERG0_S602', 'P16951_T53', 'P31750_T308', 'P05627_S63', 'Q8CI15_S225', 'P23242_S279', 'O08599_T574', 'P10417_S70', 'P31938_T386', 'A6X8Z5_T769', 'Q3UVX5_S1158', 'P11531_S3059', 'P47930_T322', 'P41164_T139', 'Q640N1_T1003', 'P41164_S146', 'Q8BGD7_S580', 'O88447_S459', 'P33242_S203', 'Q9CQJ7_S162', 'Q62227_S26']	32.846715328467155	0.4444444444444444	0.3609087740728586	['Q61169_S264', 'P42227_S727', 'Q9Z1S8_S591', 'Q9ERG0_S360', 'Q80YV2_S353', 'Q8K120_S676', 'Q61183_S537', 'P37238_S133', 'P97287_T144', 'Q8BGD7_T423', 'O54918_S100', 'O54918_S65', 'P18654_S386', 'Q9ERG0_S692', 'P70302_S575', 'P28033_T188', 'P42225_S727', 'O70337_T116', 'P70671_S171', 'Q8BFV3_S390', 'P08046_S26', 'P51557_S232', 'Q9QYY0_S552', 'Q8VIM5_S812', 'Q9ERG0_S602', 'P16951_T53', 'P31750_T308', 'P05627_S63', 'Q8CI15_S225', 'P23242_S279', 'O08599_T574', 'P10417_S70', 'P31938_T386', 'A6X8Z5_T769', 'Q3UVX5_S1158', 'P11531_S3059', 'P47930_T322', 'P41164_T139', 'Q640N1_T1003', 'P41164_S146', 'Q8BGD7_S580', 'O88447_S459', 'P33242_S203', 'Q9CQJ7_S162', 'Q62227_S26']	32.846715328467155
Mapk8	0.019849581004236613	0.45821049958499493	['P42227_S727', 'O09112_S520', 'O54918_S100', 'O54918_S65', 'Q61337_T201', 'O88809_S332', 'P42225_S727', 'P28667_T148', 'Q9EPB4_Y144', 'Q9ESN9_T276', 'P81067_S389', 'P41971_S365', 'Q02248_S191', 'P16951_T53', 'P05627_S63', 'Q61337_S112', 'P81067_S361', 'Q61337_S128', 'P10417_S70', 'Q60591_T332', 'P28700_S265', 'P28700_S61', 'P20263_S347', 'P55821_S62', 'P81122_S488', 'P55821_S73', 'Q9ESN9_T287', 'P41971_S359', 'P28667_T183']	43.28358208955224	0.08971741999299762	0.47125925381349953	['P42227_S727', 'O09112_S520', 'O54918_S100', 'O54918_S65', 'Q61337_T201', 'O88809_S332', 'P42225_S727', 'P28667_T148', 'Q9EPB4_Y144', 'Q9ESN9_T276', 'P81067_S389', 'P41971_S365', 'Q02248_S191', 'P16951_T53', 'P05627_S63', 'Q61337_S112', 'P81067_S361', 'Q61337_S128', 'P10417_S70', 'Q60591_T332', 'P28700_S265', 'P28700_S61', 'P20263_S347', 'P55821_S62', 'P81122_S488', 'P55821_S73', 'Q9ESN9_T287', 'P41971_S359', 'P28667_T183']	43.28358208955224	0.0	0.3609087740728586	['P42227_S727', 'O09112_S520', 'O54918_S100', 'O54918_S65', 'Q61337_T201', 'O88809_S332', 'P42225_S727', 'P28667_T148', 'Q9EPB4_Y144', 'Q9ESN9_T276', 'P81067_S389', 'P41971_S365', 'Q02248_S191', 'P16951_T53', 'P05627_S63', 'Q61337_S112', 'P81067_S361', 'Q61337_S128', 'P10417_S70', 'Q60591_T332', 'P28700_S265', 'P28700_S61', 'P20263_S347', 'P55821_S62', 'P81122_S488', 'P55821_S73', 'Q9ESN9_T287', 'P41971_S359', 'P28667_T183']	43.28358208955224
Mapk9	0.06006175544991678	0.45821049958499493	['P28700_S61', 'P05627_S63', 'P28700_S265', 'P20263_S347', 'Q60700_S533', 'P81067_S361', 'P81067_S389', 'Q02248_S191', 'P16951_T53', 'O54918_S65']	47.61904761904762	0.164097821695659	0.47125925381349953	['P28700_S61', 'P05627_S63', 'P28700_S265', 'P20263_S347', 'Q60700_S533', 'P81067_S361', 'P81067_S389', 'Q02248_S191', 'P16951_T53', 'O54918_S65']	47.61904761904762	0.0	0.3609087740728586	['P28700_S61', 'P05627_S63', 'P28700_S265', 'P20263_S347', 'Q60700_S533', 'P81067_S361', 'P81067_S389', 'Q02248_S191', 'P16951_T53', 'O54918_S65']	47.61904761904762
Mapkapk2	-0.11460097491704828	0.45821049958499493	['P14602_S15', 'P22893_T84', 'Q9D312_S13', 'Q0VBL6_S184', 'P19973_S195', 'Q8K4J6_S351', 'P22893_S105', 'Q8BYI6_S34', 'P22893_S178', 'P18654_S386', 'P28033_T188', 'P22893_S264', 'Q9JJZ4_S184', 'Q8K4J6_S371', 'Q60855_S336', 'Q9CQT2_S136', 'P22893_S266', 'P22893_S176', 'P22893_S52', 'Q60855_S321', 'P22893_S85', 'P22893_T250', 'Q9CX86_S84', 'Q3UVX5_S1158', 'P22893_T249', 'P18654_S227', 'P14602_S86', 'P19973_S243', 'P22893_S58', 'P22893_S316', 'Q09014_S329']	100.0	-0.1198098620087462	0.47125925381349953	['P14602_S15', 'P22893_T84', 'Q9D312_S13', 'Q0VBL6_S184', 'P19973_S195', 'Q8K4J6_S351', 'P22893_S105', 'Q8BYI6_S34', 'P22893_S178', 'P18654_S386', 'P28033_T188', 'P22893_S264', 'Q9JJZ4_S184', 'Q8K4J6_S371', 'Q60855_S336', 'Q9CQT2_S136', 'P22893_S266', 'P22893_S176', 'P22893_S52', 'Q60855_S321', 'P22893_S85', 'P22893_T250', 'Q9CX86_S84', 'Q3UVX5_S1158', 'P22893_T249', 'P18654_S227', 'P14602_S86', 'P19973_S243', 'P22893_S58', 'P22893_S316', 'Q09014_S329']	100.0	5.451612903225806	1.247342643771673e-167	['P14602_S15', 'P22893_T84', 'Q9D312_S13', 'Q0VBL6_S184', 'P19973_S195', 'Q8K4J6_S351', 'P22893_S105', 'Q8BYI6_S34', 'P22893_S178', 'P18654_S386', 'P28033_T188', 'P22893_S264', 'Q9JJZ4_S184', 'Q8K4J6_S371', 'Q60855_S336', 'Q9CQT2_S136', 'P22893_S266', 'P22893_S176', 'P22893_S52', 'Q60855_S321', 'P22893_S85', 'P22893_T250', 'Q9CX86_S84', 'Q3UVX5_S1158', 'P22893_T249', 'P18654_S227', 'P14602_S86', 'P19973_S243', 'P22893_S58', 'P22893_S316', 'Q09014_S329']	100.0
Mtor	-0.1901544574700833	0.45821049958499493	['P42227_S727', 'Q80W47_S395', 'Q62188_S522', 'P81122_S616', 'Q6NZJ6_T212', 'Q5HZG4_S229', 'Q8BHL3_S647', 'P97287_T144', 'Q3U2S4_S332', 'Q60760_S104', 'Q6PDH0_S1007', 'Q924W7_S30', 'Q8BHL3_S643', 'Q91ZP3_S237', 'Q8CIL4_S67', 'Q80YS6_S669', 'P68404_T634', 'P31750_T308', 'P14873_S1247', 'Q4VGL6_S535', 'O70405_S757', 'Q3U182_S136', 'Q8BHL3_S650', 'Q6PDH0_S1009', 'Q60876_T36', 'Q8BSK8_T412', 'Q60760_S503', 'Q8K1N2_S17', 'Q8C6M1_S134', 'Q3UCQ1_S389', 'Q8C6M1_S132', 'O88477_S181', 'P35569_S632', 'Q60876_T69', 'Q80YS6_S665']	37.234042553191486	-0.13813155875983366	0.47125925381349953	['P42227_S727', 'Q80W47_S395', 'Q62188_S522', 'P81122_S616', 'Q6NZJ6_T212', 'Q5HZG4_S229', 'Q8BHL3_S647', 'P97287_T144', 'Q3U2S4_S332', 'Q60760_S104', 'Q6PDH0_S1007', 'Q924W7_S30', 'Q8BHL3_S643', 'Q91ZP3_S237', 'Q8CIL4_S67', 'Q80YS6_S669', 'P68404_T634', 'P31750_T308', 'P14873_S1247', 'Q4VGL6_S535', 'O70405_S757', 'Q3U182_S136', 'Q8BHL3_S650', 'Q6PDH0_S1009', 'Q60876_T36', 'Q8BSK8_T412', 'Q60760_S503', 'Q8K1N2_S17', 'Q8C6M1_S134', 'Q3UCQ1_S389', 'Q8C6M1_S132', 'O88477_S181', 'P35569_S632', 'Q60876_T69', 'Q80YS6_S665']	37.234042553191486	0.0	0.3609087740728586	['P42227_S727', 'Q80W47_S395', 'Q62188_S522', 'P81122_S616', 'Q6NZJ6_T212', 'Q5HZG4_S229', 'Q8BHL3_S647', 'P97287_T144', 'Q3U2S4_S332', 'Q60760_S104', 'Q6PDH0_S1007', 'Q924W7_S30', 'Q8BHL3_S643', 'Q91ZP3_S237', 'Q8CIL4_S67', 'Q80YS6_S669', 'P68404_T634', 'P31750_T308', 'P14873_S1247', 'Q4VGL6_S535', 'O70405_S757', 'Q3U182_S136', 'Q8BHL3_S650', 'Q6PDH0_S1009', 'Q60876_T36', 'Q8BSK8_T412', 'Q60760_S503', 'Q8K1N2_S17', 'Q8C6M1_S134', 'Q3UCQ1_S389', 'Q8C6M1_S132', 'O88477_S181', 'P35569_S632', 'Q60876_T69', 'Q80YS6_S665']	37.234042553191486
Pdpk1	0.03192903768247519	0.45821049958499493	['O35099_S973', 'P18654_S386', 'P18654_S227', 'Q9Z2A0_T516', 'P31750_T308', 'Q9Z1M4_T228', 'O35099_T845', 'P18654_S369']	61.53846153846154	0.13551109623807486	0.47125925381349953	['O35099_S973', 'P18654_S386', 'P18654_S227', 'Q9Z2A0_T516', 'P31750_T308', 'Q9Z1M4_T228', 'O35099_T845', 'P18654_S369']	61.53846153846154	2.375	7.38510681992583e-08	['O35099_S973', 'P18654_S386', 'P18654_S227', 'Q9Z2A0_T516', 'P31750_T308', 'Q9Z1M4_T228', 'O35099_T845', 'P18654_S369']	61.53846153846154
Pim3	0.12281555032722084	0.45821049958499493	['Q61337_T94', 'Q61337_T173', 'Q61337_S136', 'Q61337_S112', 'Q61337_S96']	55.55555555555556	0.03296747924254484	0.4771824813027727	['Q61337_T94', 'Q61337_T173', 'Q61337_S136', 'Q61337_S112', 'Q61337_S96']	55.55555555555556	0.0	0.3609087740728586	['Q61337_T94', 'Q61337_T173', 'Q61337_S136', 'Q61337_S112', 'Q61337_S96']	55.55555555555556
Plk1	-0.05838139096721727	0.493483790564855	['Q7TSG3_S124', 'Q9CX34_S302', 'Q8BMD2_S210', 'O35161_S2741', 'E9Q5G3_S904', 'P38532_S415', 'O35161_S2752']	25.925925925925927	-0.19139050855842027	0.47125925381349953	['Q7TSG3_S124', 'Q9CX34_S302', 'Q8BMD2_S210', 'O35161_S2741', 'E9Q5G3_S904', 'P38532_S415', 'O35161_S2752']	25.925925925925927	0.0	0.3609087740728586	['Q7TSG3_S124', 'Q9CX34_S302', 'Q8BMD2_S210', 'O35161_S2741', 'E9Q5G3_S904', 'P38532_S415', 'O35161_S2752']	25.925925925925927
Plk4	0.008718371916074915	0.45821049958499493	['Q64702_T292', 'Q64702_S297', 'Q64279_S109', 'Q64702_T300', 'Q64702_S291', 'Q64702_S305', 'Q64279_T107']	46.666666666666664	-0.08102154635389512	0.48538928329892006	['Q64702_T292', 'Q64702_S297', 'Q64279_S109', 'Q64702_T300', 'Q64702_S291', 'Q64702_S305', 'Q64279_T107']	46.666666666666664	0.0	0.3609087740728586	['Q64702_T292', 'Q64702_S297', 'Q64279_S109', 'Q64702_T300', 'Q64702_S291', 'Q64702_S305', 'Q64279_T107']	46.666666666666664
Prkaa1	0.07006925486169158	0.45821049958499493	['Q9Z0Z3_S256', 'Q8BKJ9_T264', 'P62897_T29', 'P38532_S121', 'P35569_S789', 'Q60949_T499', 'O70405_S777', 'P28028_S766', 'Q60949_T253', 'Q60949_S660', 'P55014_S126', 'Q6PCP5_S129', 'Q61037_S1388', 'Q60949_T590', 'Q8CHY6_S96', 'Q925J9_S811', 'O88447_S520', 'P50516_S384', 'Q925J9_S671', 'Q5SWU9_S79', 'P49117_S351', 'Q8K4Q0_S792', 'Q8BYJ6_S348']	32.394366197183096	-0.11943578040135808	0.47125925381349953	['Q9Z0Z3_S256', 'Q8BKJ9_T264', 'P62897_T29', 'P38532_S121', 'P35569_S789', 'Q60949_T499', 'O70405_S777', 'P28028_S766', 'Q60949_T253', 'Q60949_S660', 'P55014_S126', 'Q6PCP5_S129', 'Q61037_S1388', 'Q60949_T590', 'Q8CHY6_S96', 'Q925J9_S811', 'O88447_S520', 'P50516_S384', 'Q925J9_S671', 'Q5SWU9_S79', 'P49117_S351', 'Q8K4Q0_S792', 'Q8BYJ6_S348']	32.394366197183096	0.0	0.3609087740728586	['Q9Z0Z3_S256', 'Q8BKJ9_T264', 'P62897_T29', 'P38532_S121', 'P35569_S789', 'Q60949_T499', 'O70405_S777', 'P28028_S766', 'Q60949_T253', 'Q60949_S660', 'P55014_S126', 'Q6PCP5_S129', 'Q61037_S1388', 'Q60949_T590', 'Q8CHY6_S96', 'Q925J9_S811', 'O88447_S520', 'P50516_S384', 'Q925J9_S671', 'Q5SWU9_S79', 'P49117_S351', 'Q8K4Q0_S792', 'Q8BYJ6_S348']	32.394366197183096
Prkaa2	-0.14932892559608266	0.45821049958499493	['P70460_S317', 'P15919_S528', 'Q5SWU9_S79', 'O70343_S538', 'Q8BRK8_T172', 'O70343_T177', 'P11103_S177']	35.0	-0.33081246835005684	0.47125925381349953	['P70460_S317', 'P15919_S528', 'Q5SWU9_S79', 'O70343_S538', 'Q8BRK8_T172', 'O70343_T177', 'P11103_S177']	35.0	0.0	0.3609087740728586	['P70460_S317', 'P15919_S528', 'Q5SWU9_S79', 'O70343_S538', 'Q8BRK8_T172', 'O70343_T177', 'P11103_S177']	35.0
