Gene	Score (Experiment_1)	adj p-val (Experiment_1)	Overlap (Experiment_1)	Percent Overlap (Experiment_1)	Score (Experiment_2)	adj p-val (Experiment_2)	Overlap (Experiment_2)	Percent Overlap (Experiment_2)	Score (Experiment_3)	adj p-val (Experiment_3)	Overlap (Experiment_3)	Percent Overlap (Experiment_3)
CSNK2A1	0.16613670003007516	0.12800722433306636	['P49736_S139', 'Q92769_S394', 'P41236_S122', 'P24534_S106', 'Q92688_T244', 'P20042_S2', 'P05114_S89', 'P49736_S27', 'Q15185_S113', 'P08238_S226', 'P11717_S2409', 'Q9UQE7_S1067', 'O14737_S119', 'P51946_T315', 'O14950_T135', 'O75379_S30', 'Q13371_S296', 'P49736_S40', 'P05455_S366', 'P11387_S10', 'P05114_S99', 'Q13547_S421', 'Q15596_S493', 'Q16543_S13', 'P49736_S13', 'P49736_S41', 'P22314_S13', 'P41236_S121', 'Q92769_S422', 'P11717_S2484', 'Q13283_S149', 'Q9Y365_S284', 'P08238_S255']	5.719237435008665	-0.15382377539267755	0.488959988467692	['P49736_S139', 'Q92769_S394', 'P41236_S122', 'P24534_S106', 'Q92688_T244', 'P20042_S2', 'P05114_S89', 'P49736_S27', 'Q15185_S113', 'P08238_S226', 'P11717_S2409', 'Q9UQE7_S1067', 'O14737_S119', 'P51946_T315', 'O14950_T135', 'O75379_S30', 'Q13371_S296', 'P49736_S40', 'P05455_S366', 'P11387_S10', 'P05114_S99', 'Q13547_S421', 'Q15596_S493', 'Q16543_S13', 'P49736_S13', 'P49736_S41', 'P22314_S13', 'P41236_S121', 'Q92769_S422', 'P11717_S2484', 'Q13283_S149', 'Q9Y365_S284', 'P08238_S255']	5.719237435008665	-0.04572240014597066	0.49832078556426485	['P49736_S139', 'Q92769_S394', 'P41236_S122', 'P24534_S106', 'Q92688_T244', 'P20042_S2', 'P05114_S89', 'P49736_S27', 'Q15185_S113', 'P08238_S226', 'P11717_S2409', 'Q9UQE7_S1067', 'O14737_S119', 'P51946_T315', 'O14950_T135', 'O75379_S30', 'Q13371_S296', 'P49736_S40', 'P05455_S366', 'P11387_S10', 'P05114_S99', 'Q13547_S421', 'Q15596_S493', 'Q16543_S13', 'P49736_S13', 'P49736_S41', 'P22314_S13', 'P41236_S121', 'Q92769_S422', 'P11717_S2484', 'Q13283_S149', 'Q9Y365_S284', 'P08238_S255']	5.719237435008665
CSNK2A2	0.2551634583806771	0.1623740728065654	['P22314_S13', 'O75379_S30', 'P41236_S121', 'Q92769_S394', 'P41236_S122', 'P24534_S106', 'P05455_S366', 'Q92769_S422', 'P08238_S226', 'P51946_T315', 'Q9UQE7_S1067', 'Q13547_S421', 'Q16543_S13', 'P08238_S255']	8.484848484848484	-0.10444340620597213	0.488959988467692	['P22314_S13', 'O75379_S30', 'P41236_S121', 'Q92769_S394', 'P41236_S122', 'P24534_S106', 'P05455_S366', 'Q92769_S422', 'P08238_S226', 'P51946_T315', 'Q9UQE7_S1067', 'Q13547_S421', 'Q16543_S13', 'P08238_S255']	8.484848484848484	0.061732566967045106	0.4573752517812952	['P22314_S13', 'O75379_S30', 'P41236_S121', 'Q92769_S394', 'P41236_S122', 'P24534_S106', 'P05455_S366', 'Q92769_S422', 'P08238_S226', 'P51946_T315', 'Q9UQE7_S1067', 'Q13547_S421', 'Q16543_S13', 'P08238_S255']	8.484848484848484
GSK3A	-0.03515899574988367	0.48324356244592576	['Q16584_S789', 'P22415_S186', 'Q16584_S793', 'Q13144_S544', 'P49840_Y279', 'P49840_S278']	14.285714285714286	-0.12271937558833636	0.488959988467692	['Q16584_S789', 'P22415_S186', 'Q16584_S793', 'Q13144_S544', 'P49840_Y279', 'P49840_S278']	14.285714285714286	0.08837882261471414	0.4573752517812952	['Q16584_S789', 'P22415_S186', 'Q16584_S793', 'Q13144_S544', 'P49840_Y279', 'P49840_S278']	14.285714285714286
GSK3B	-0.17722770803724874	0.40868601171534397	['Q16555_T509', 'Q8N122_S863', 'Q9UKT5_S12', 'Q13541_S65', 'Q13541_T37', 'Q16555_T514', 'Q8N122_S859', 'P23246_T687', 'Q13541_T70', 'Q13144_S544', 'Q8N122_S877']	4.166666666666667	-0.10491070713655688	0.488959988467692	['Q16555_T509', 'Q8N122_S863', 'Q9UKT5_S12', 'Q13541_S65', 'Q13541_T37', 'Q16555_T514', 'Q8N122_S859', 'P23246_T687', 'Q13541_T70', 'Q13144_S544', 'Q8N122_S877']	4.166666666666667	-0.43918017665537934	0.10303128500514631	['Q16555_T509', 'Q8N122_S863', 'Q9UKT5_S12', 'Q13541_S65', 'Q13541_T37', 'Q16555_T514', 'Q8N122_S859', 'P23246_T687', 'Q13541_T70', 'Q13144_S544', 'Q8N122_S877']	4.166666666666667
MAPK1	-0.8307832455644885	2.17489351899269e-07	['P28482_T185', 'Q13541_S65', 'Q96I25_S222', 'Q92934_S75', 'P19634_S785', 'Q13541_T70', 'P25098_S670', 'P24941_T160', 'P00558_S203', 'P19634_S693', 'Q13541_T37', 'C9JLW8_S21', 'P28482_Y187', 'Q09472_S2315', 'Q8N122_S863', 'P46527_S10', 'P49790_S334', 'Q9BTL3_S36', 'P15056_T401', 'Q15554_S365']	4.545454545454546	-0.036793778978026846	0.4925365081363834	['P28482_T185', 'Q13541_S65', 'Q96I25_S222', 'Q92934_S75', 'P19634_S785', 'Q13541_T70', 'P25098_S670', 'P24941_T160', 'P00558_S203', 'P19634_S693', 'Q13541_T37', 'C9JLW8_S21', 'P28482_Y187', 'Q09472_S2315', 'Q8N122_S863', 'P46527_S10', 'P49790_S334', 'Q9BTL3_S36', 'P15056_T401', 'Q15554_S365']	4.545454545454546	-0.2538116186938211	0.23024067679155336	['P28482_T185', 'Q13541_S65', 'Q96I25_S222', 'Q92934_S75', 'P19634_S785', 'Q13541_T70', 'P25098_S670', 'P24941_T160', 'P00558_S203', 'P19634_S693', 'Q13541_T37', 'C9JLW8_S21', 'P28482_Y187', 'Q09472_S2315', 'Q8N122_S863', 'P46527_S10', 'P49790_S334', 'Q9BTL3_S36', 'P15056_T401', 'Q15554_S365']	4.545454545454546
MAPK14	-0.6632634520385453	0.04529168468043112	['P41212_S22', 'Q13541_T37', 'Q13541_S65', 'P04792_S176', 'Q13309_S64', 'P06400_S249']	2.8708133971291865	0.025688197166979305	0.488959988467692	['P41212_S22', 'Q13541_T37', 'Q13541_S65', 'P04792_S176', 'Q13309_S64', 'P06400_S249']	2.8708133971291865	-0.08478308339073631	0.4731000888815679	['P41212_S22', 'Q13541_T37', 'Q13541_S65', 'P04792_S176', 'Q13309_S64', 'P06400_S249']	2.8708133971291865
MAPK3	-0.6142658758667424	0.004281119479534681	['P53004_S230', 'Q8N122_S863', 'Q16584_S705', 'Q13541_S65', 'P25098_S670', 'P49790_S334', 'C9JLW8_S21', 'P15056_T401', 'Q92934_S75', 'O95817_S289', 'P24941_T160', 'P41212_S213', 'Q16204_S244']	3.7463976945244957	-0.028224892787163534	0.4925365081363834	['P53004_S230', 'Q8N122_S863', 'Q16584_S705', 'Q13541_S65', 'P25098_S670', 'P49790_S334', 'C9JLW8_S21', 'P15056_T401', 'Q92934_S75', 'O95817_S289', 'P24941_T160', 'P41212_S213', 'Q16204_S244']	3.7463976945244957	-0.5191446164576845	0.04655952871242633	['P53004_S230', 'Q8N122_S863', 'Q16584_S705', 'Q13541_S65', 'P25098_S670', 'P49790_S334', 'C9JLW8_S21', 'P15056_T401', 'Q92934_S75', 'O95817_S289', 'P24941_T160', 'P41212_S213', 'Q16204_S244']	3.7463976945244957
MAPK8	-0.1561711050403476	0.40868601171534397	['Q8N122_S863', 'Q14653_S173', 'P25098_S670', 'Q9NPI6_S315', 'P85298_S455', 'P05412_S73', 'Q96EB6_S27']	4.069767441860465	-0.09653823461122404	0.4925365081363834	['Q8N122_S863', 'Q14653_S173', 'P25098_S670', 'Q9NPI6_S315', 'P85298_S455', 'P05412_S73', 'Q96EB6_S27']	4.069767441860465	-0.21149393607068823	0.4573752517812952	['Q8N122_S863', 'Q14653_S173', 'P25098_S670', 'Q9NPI6_S315', 'P85298_S455', 'P05412_S73', 'Q96EB6_S27']	4.069767441860465
MTOR	-1.2115835028693671	1.1386140537995642e-11	['P55199_S309', 'Q8N122_S863', 'Q13541_S44', 'O95747_S339', 'Q13541_S65', 'Q9H063_S60', 'Q13541_T37', 'Q8N122_S859', 'Q9H063_S68', 'O95817_S289', 'P51397_S51', 'O00418_S72', 'Q13541_T70', 'Q9H063_S75', 'Q9P2Y5_S571', 'Q9H1K1_S14']	17.582417582417584	0.11450791560858842	0.488959988467692	['P55199_S309', 'Q8N122_S863', 'Q13541_S44', 'O95747_S339', 'Q13541_S65', 'Q9H063_S60', 'Q13541_T37', 'Q8N122_S859', 'Q9H063_S68', 'O95817_S289', 'P51397_S51', 'O00418_S72', 'Q13541_T70', 'Q9H063_S75', 'Q9P2Y5_S571', 'Q9H1K1_S14']	17.582417582417584	-0.11491567248276718	0.4573752517812952	['P55199_S309', 'Q8N122_S863', 'Q13541_S44', 'O95747_S339', 'Q13541_S65', 'Q9H063_S60', 'Q13541_T37', 'Q8N122_S859', 'Q9H063_S68', 'O95817_S289', 'P51397_S51', 'O00418_S72', 'Q13541_T70', 'Q9H063_S75', 'Q9P2Y5_S571', 'Q9H1K1_S14']	17.582417582417584
PAK1	-0.3110164125180269	0.406501755696138	['P35240_S518', 'P18669_S118', 'Q92934_S99', 'Q92934_S75', 'P15056_S446', 'P35222_S675', 'Q92934_S118']	9.090909090909092	0.09667427876112396	0.488959988467692	['P35240_S518', 'P18669_S118', 'Q92934_S99', 'Q92934_S75', 'P15056_S446', 'P35222_S675', 'Q92934_S118']	9.090909090909092	-0.011333370950328953	0.4731000888815679	['P35240_S518', 'P18669_S118', 'Q92934_S99', 'Q92934_S75', 'P15056_S446', 'P35222_S675', 'Q92934_S118']	9.090909090909092
